# Disease(MESH)	Gene
D012559	Q4AC94
D012559	Q8IYU8
D012559	O43670
D012559	P35125
D012559	P30084
D012559	Q8WUT9
D012559	O75309
D012559	Q9HAJ7
D012559	O94993
D012559	Q9Y657
D012559	Q8NFW1
D012559	Q9H0Q0
D012559	P47224
D012559	O95461
D012559	Q7L985
D012559	B7ZM79
D012559	A0A087WT44
D012559	Q99942
D012559	Q9BT04
D012559	Q92759
D012559	Q5T0N1
D012559	Q96ER3
D012559	Q9BUE0
D012559	A0A0C4DFR1
D012559	O14656
D012559	P35548
D012559	Q96DN5
D012559	Q16654
D012559	P50897
D012559	P56559
D012559	E9PDY6
D012559	Q9NPA1
D012559	Q9ULT6
D012559	Q9XRX5
D012559	Q86UK5
D012559	P42696
D012559	Q6T310
D012559	Q9NZV6
D012559	Q9P2D6
D012559	Q92558
D012559	A0A075B6F5
D012559	Q9HCS5
D012559	Q99487
D012559	Q9NPQ8
D012559	Q5W0Q7
D012559	Q5T200
D012559	Q15819
D012559	Q16658
D012559	P51816
D012559	P28062
D012559	Q13427
D012559	Q9Y2U2
D012559	Q9P270
D012559	P10914
D012559	Q9BU70
D012559	Q8TER5
D012559	P62304
D012559	Q99879
D012559	Q9UK76
D012559	Q9NWH9
D012559	P40222
D012559	O60258
D012559	Q6NT76
D012559	Q7Z589
D012559	Q96N87
D012559	P30939
D012559	Q5T7N2
D012559	O43612
D012559	O60602
D012559	P51808
D012559	P31751
D012559	P29034
D012559	Q9P2F9
D012559	Q9UFG5
D012559	P42336
D012559	I3L0W4
D012559	Q02045
D012559	K7EQI9
D012559	P24752
D012559	Q9UMY1
D012559	Q96PM5
D012559	Q7Z434
D012559	O95157
D012559	Q92819
D012559	Q86YN6
D012559	Q96KF7
D012559	Q02386
D012559	Q8IYD9
D012559	Q96G46
D012559	Q92806
D012559	P26599
D012559	P51648
D012559	O43173
D012559	Q9H0Z9
D012559	Q8TBE9
D012559	Q6BEB4
D012559	P61601
D012559	Q6ZMG9
D012559	E9PEJ1
D012559	Q9NQX0
D012559	P86452
D012559	Q8WVK2
D012559	P62952
D012559	E9PG08
D012559	Q86XD5
D012559	Q15013
D012559	Q658N2
D012559	Q16570
D012559	Q7Z3V4
D012559	Q8N386
D012559	B1ALF6
D012559	Q9Y5J1
D012559	O95714
D012559	P20929
D012559	Q9H3K2
D012559	Q96N76
D012559	Q5VIR6
D012559	Q9BV20
D012559	Q9GZN8
D012559	Q9NXN4
D012559	P49792
D012559	O43566
D012559	Q9Y4C8
D012559	Q68EM7
D012559	Q8TAD2
D012559	Q96EH5
D012559	P78352
D012559	P35914
D012559	Q5U651
D012559	Q8WW36
D012559	Q00403
D012559	P07098
D012559	P56962
D012559	O95167
D012559	Q96FX2
D012559	Q9UPX6
D012559	P18859
D012559	Q96IV0
D012559	Q7Z407
D012559	Q9NPI7
D012559	Q00887
D012559	Q8IWR0
D012559	P32780
D012559	Q96MF2
D012559	P20248
D012559	H0Y494
D012559	Q9NRV9
D012559	Q8TF40
D012559	Q9NZH7
D012559	Q70EL4
D012559	P13688
D012559	P47972
D012559	C9JJX6
D012559	G3XAK1
D012559	Q643R3
D012559	Q9NX00
D012559	P14859
D012559	Q96L94
D012559	Q6NVV3
D012559	Q9NQ69
D012559	A6NLG4
D012559	Q15256
D012559	Q9H9S4
D012559	Q15631
D012559	Q96EI5
D012559	Q8NFQ6
D012559	P05556
D012559	A0A0J9YXZ5
D012559	O76031
D012559	P82664
D012559	Q8TDW5
D012559	Q13242
D012559	P55273
D012559	Q13972
D012559	Q8WXU2
D012559	P43034
D012559	Q9NQ88
D012559	Q9UI95
D012559	Q8NHX4
D012559	P49419
D012559	P10176
D012559	Q9NR34
D012559	Q01432
D012559	P07148
D012559	P55263
D012559	Q6UW49
D012559	Q16576
D012559	Q6UWB4
D012559	O00233
D012559	Q6ZRV2
D012559	O60760
D012559	B4DZ23
D012559	Q7Z3Z0
D012559	Q8WVJ9
D012559	F5H4S8
D012559	P46695
D012559	P01178
D012559	Q9Y6G9
D012559	Q0P6H9
D012559	Q9Y543
D012559	J3KQS6
D012559	Q9NPD8
D012559	Q9H093
D012559	P62256
D012559	Q9GZT5
D012559	P20339
D012559	Q96PQ0
D012559	Q9P000
D012559	P52597
D012559	O00506
D012559	A0A0A0MSH9
D012559	P50443
D012559	Q9UHD8
D012559	C9JKL2
D012559	Q4J6C6
D012559	Q9Y3Y2
D012559	P68032
D012559	F6VUX8
D012559	P04440
D012559	Q05481
D012559	Q9NYV8
D012559	P01563
D012559	A0A087WT87
D012559	A6NK53
D012559	P51805
D012559	P04920
D012559	P30291
D012559	Q9H9A7
D012559	Q9Y6I7
D012559	P46782
D012559	A0A0C4DGU3
D012559	Q8N697
D012559	Q86WI1
D012559	O43543
D012559	Q6ZMT4
D012559	Q9UKA8
D012559	P50552
D012559	Q0VAK6
D012559	Q8NFF5
D012559	Q9BWK5
D012559	Q16695
D012559	O14958
D012559	P17025
D012559	Q6DKI1
D012559	Q9UP52
D012559	O60356
D012559	Q96BD0
D012559	O94913
D012559	P30154
D012559	P35713
D012559	Q9NZW5
D012559	Q9BY12
D012559	Q99633
D012559	P20700
D012559	Q8N7A1
D012559	Q14511
D012559	O43296
D012559	Q9P2U8
D012559	Q9P2J9
D012559	A0A087WTL4
D012559	Q8WWQ2
D012559	Q9H7C9
D012559	O14841
D012559	Q9H330
D012559	Q5JTV8
D012559	P31949
D012559	P62917
D012559	Q8IY81
D012559	Q92968
D012559	Q96SQ7
D012559	Q68G75
D012559	Q5STV6
D012559	O14493
D012559	Q6UXB0
D012559	P98073
D012559	Q96FB5
D012559	Q6ZVX9
D012559	Q09028
D012559	Q9NX55
D012559	P49354
D012559	Q14693
D012559	Q53HL2
D012559	Q8TCY5
D012559	Q13057
D012559	O60337
D012559	O60858
D012559	Q96K75
D012559	O94778
D012559	O14925
D012559	P55010
D012559	Q12934
D012559	Q8IXK0
D012559	Q9GZT9
D012559	Q02833
D012559	P17066
D012559	F5H189
D012559	Q9Y4H2
D012559	Q9BQ90
D012559	Q12879
D012559	A0A087X266
D012559	Q8N6F1
D012559	P08173
D012559	A8MRA7
D012559	Q8N140
D012559	Q16880
D012559	Q96A23
D012559	Q5JXX7
D012559	O43861
D012559	Q9UHA4
D012559	P62745
D012559	Q9H082
D012559	Q68DK7
D012559	Q5T5P2
D012559	Q96A58
D012559	P58511
D012559	P83105
D012559	A0A087WYM1
D012559	Q96EL1
D012559	Q96G27
D012559	A5D8V6
D012559	O95484
D012559	Q3SXY8
D012559	P22830
D012559	Q16674
D012559	Q96GR4
D012559	Q7L4S7
D012559	Q8NDX1
D012559	Q6NT16
D012559	B5ME19
D012559	Q14508
D012559	Q9BWC9
D012559	G3V131
D012559	A0A0A0MS56
D012559	P01732
D012559	O75052
D012559	Q9ULK6
D012559	Q96ST2
D012559	Q9H4M3
D012559	Q9H0C2
D012559	J3KRC4
D012559	P52294
D012559	Q9BX74
D012559	O75534
D012559	Q9UHD1
D012559	P61236
D012559	O00626
D012559	A0A0A0MTP4
D012559	Q8N988
D012559	Q9BZ71
D012559	P13236
D012559	Q9UG56
D012559	Q9UER7
D012559	Q9NZ08
D012559	Q96P64
D012559	E9PBQ7
D012559	Q9NSI8
D012559	P08582
D012559	Q9Y426
D012559	Q8NB25
D012559	Q6UN15
D012559	Q96RQ9
D012559	P15104
D012559	P00488
D012559	O95490
D012559	P28347
D012559	Q9NQG1
D012559	P62269
D012559	Q96Q42
D012559	Q8N0Z2
D012559	Q96DZ1
D012559	Q96TC7
D012559	Q86W56
D012559	Q86UE4
D012559	Q9BSI4
D012559	A0A0A0MT83
D012559	P63162
D012559	Q96EU6
D012559	Q9UHQ7
D012559	P36405
D012559	P43403
D012559	P60896
D012559	Q8IZM8
D012559	Q7RTX7
D012559	Q8WTW4
D012559	Q8IZ21
D012559	A6NFN3
D012559	Q9UHI6
D012559	Q460N5
D012559	Q6P6C2
D012559	P16949
D012559	P20396
D012559	Q9NRZ5
D012559	Q9Y248
D012559	Q8NBI3
D012559	P17676
D012559	P55011
D012559	Q8TCW7
D012559	O43909
D012559	P36955
D012559	P23352
D012559	Q86YL5
D012559	A3KMH1
D012559	Q96S97
D012559	Q9UIJ5
D012559	Q6NUN9
D012559	Q9NY47
D012559	F5H7S1
D012559	Q8TCT8
D012559	F5H008
D012559	Q16774
D012559	P26374
D012559	C9JK69
D012559	A0A087WWR3
D012559	Q5T686
D012559	Q9GZS1
D012559	E9PEP6
D012559	Q96GV9
D012559	A0A087WZC2
D012559	P27348
D012559	O60763
D012559	Q9UPN3
D012559	Q5T7M4
D012559	P0CG34
D012559	P00797
D012559	Q01955
D012559	A0A087X2I4
D012559	Q96GC9
D012559	Q3B7J2
D012559	P61086
D012559	P02730
D012559	Q8TBE1
D012559	P05154
D012559	Q9NZ56
D012559	Q9H706
D012559	P49458
D012559	O00165
D012559	Q92611
D012559	Q5H9L4
D012559	P02748
D012559	Q3LXA3
D012559	P78382
D012559	Q96GD0
D012559	Q8N6F8
D012559	P54577
D012559	Q76B58
D012559	Q8TAT5
D012559	P78540
D012559	J3QQX2
D012559	P42765
D012559	Q9UL19
D012559	P48764
D012559	Q9BYN0
D012559	P32929
D012559	Q13112
D012559	Q9Y587
D012559	B7ZLU9
D012559	Q8TEU8
D012559	O60828
D012559	P35716
D012559	Q08357
D012559	Q6NUJ5
D012559	Q9NYB5
D012559	Q00526
D012559	O75446
D012559	A0A0A0MTK8
D012559	Q13797
D012559	B4DEY6
D012559	O60225
D012559	Q86Y82
D012559	Q6P4H8
D012559	A0A087WW79
D012559	Q6ZRS2
D012559	O60391
D012559	Q13404
D012559	Q9UHP9
D012559	Q5H8C1
D012559	P10074
D012559	Q9NYK1
D012559	Q9UPS8
D012559	Q969K7
D012559	Q02083
D012559	O95970
D012559	Q96KM6
D012559	Q9NY74
D012559	Q12846
D012559	Q14393
D012559	P51522
D012559	Q8TBN0
D012559	O95377
D012559	Q99798
D012559	P35247
D012559	Q14774
D012559	Q9Y2W2
D012559	H7BYT1
D012559	Q6UWY5
D012559	Q9BUZ4
D012559	O43526
D012559	Q9NVS9
D012559	P43220
D012559	P48552
D012559	O95528
D012559	P29274
D012559	O75508
D012559	P48050
D012559	Q9NQ48
D012559	F5H4R6
D012559	Q0PNE2
D012559	A0A075B6F9
D012559	O75563
D012559	Q6L8Q7
D012559	Q96T52
D012559	Q66K64
D012559	Q9NWS0
D012559	P56693
D012559	E9PFW3
D012559	P62750
D012559	P57055
D012559	E5RGB3
D012559	Q9NUQ8
D012559	O60393
D012559	P23469
D012559	A2A2V4
D012559	Q8TF62
D012559	O14558
D012559	Q6UWU4
D012559	Q8N3C7
D012559	Q8IVP9
D012559	P08243
D012559	Q8TBM8
D012559	Q9NXR5
D012559	O14686
D012559	Q8WV48
D012559	P28328
D012559	O60312
D012559	A0A0A0MRM8
D012559	P07947
D012559	Q96IG2
D012559	C9J5X1
D012559	Q9NZI8
D012559	Q8WWB3
D012559	O95976
D012559	O95476
D012559	Q8WXG9
D012559	O15239
D012559	O75192
D012559	Q9Y5R5
D012559	P29084
D012559	Q96S55
D012559	Q5T6Z8
D012559	P56696
D012559	Q9NYP3
D012559	Q32M88
D012559	P53350
D012559	Q02878
D012559	P10909
D012559	O43306
D012559	K7ELL7
D012559	Q86VY4
D012559	M0R0A9
D012559	P42224
D012559	A0A087WZF8
D012559	Q08211
D012559	Q9HCE9
D012559	Q9ULS6
D012559	Q92620
D012559	Q15375
D012559	Q16891
D012559	P33527
D012559	P02788
D012559	O95873
D012559	Q99704
D012559	B7Z4W5
D012559	Q3YBM2
D012559	Q6ZRI8
D012559	A0A087WV86
D012559	P32004
D012559	Q96G25
D012559	Q9Y6H8
D012559	Q96H22
D012559	Q9H8S9
D012559	O60519
D012559	Q14534
D012559	E7EV84
D012559	A0A0A0MTK1
D012559	Q9Y6C5
D012559	Q9NRS4
D012559	Q12887
D012559	P49619
D012559	Q6ZS11
D012559	P28070
D012559	Q7L0X0
D012559	P54922
D012559	P68106
D012559	O14791
D012559	P49795
D012559	P28065
D012559	Q9NPH0
D012559	O60583
D012559	P35251
D012559	Q9P2J2
D012559	O15514
D012559	H0YKC8
D012559	P50570
D012559	Q9H4Q4
D012559	A0A087WY03
D012559	P14138
D012559	E9PFE2
D012559	Q96KG7
D012559	A0A087X0N2
D012559	Q9UNM6
D012559	P68366
D012559	P19532
D012559	Q01970
D012559	Q6ZQY3
D012559	Q02535
D012559	Q969U7
D012559	Q99675
D012559	Q96PE2
D012559	Q5TF21
D012559	Q86U44
D012559	Q9ULM0
D012559	Q6NTF9
D012559	Q8NB50
D012559	Q9UQ90
D012559	A0A0A0MR59
D012559	Q15643
D012559	Q5TEC3
D012559	Q86TJ2
D012559	B7Z278
D012559	Q9UPY8
D012559	Q9Y303
D012559	B7Z7P8
D012559	A0A087WXF8
D012559	Q9Y6R1
D012559	P20718
D012559	Q6YP21
D012559	P07942
D012559	A0A087X1S7
D012559	Q9NUB1
D012559	Q8IVW6
D012559	Q9H269
D012559	B5ME97
D012559	Q7Z4T8
D012559	A0A087WU53
D012559	P13861
D012559	P25685
D012559	Q13829
D012559	Q9UJA3
D012559	Q969T3
D012559	Q5T1M5
D012559	Q96JA1
D012559	P03951
D012559	Q9NTX7
D012559	P08949
D012559	P13804
D012559	Q12923
D012559	P52952
D012559	Q13111
D012559	Q6NUK1
D012559	P35754
D012559	Q9NXC2
D012559	P56589
D012559	A2RUS0
D012559	A0FGR8
D012559	P24666
D012559	A0A096LNH7
D012559	P46059
D012559	Q32MC3
D012559	P51993
D012559	P10620
D012559	Q9H310
D012559	Q13748
D012559	Q92481
D012559	P39059
D012559	Q9NX09
D012559	Q9NR48
D012559	A0A0A0MSA9
D012559	P31785
D012559	D6RGJ2
D012559	Q86Y07
D012559	Q68E01
D012559	O75460
D012559	O95835
D012559	P55283
D012559	Q4G0M1
D012559	Q9P2K3
D012559	P24394
D012559	Q9Y6M4
D012559	C9J1X3
D012559	Q8N307
D012559	P35789
D012559	Q8TBE7
D012559	P30040
D012559	Q8TF08
D012559	P04085
D012559	Q6UVM3
D012559	Q9NXE8
D012559	A4D0V7
D012559	Q15038
D012559	Q9NQX3
D012559	Q9UKV0
D012559	Q92949
D012559	Q08493
D012559	Q52MB2
D012559	Q8N9Z0
D012559	P50479
D012559	Q9Y227
D012559	Q96Q80
D012559	Q9UJ99
D012559	Q9Y3R0
D012559	Q9NP77
D012559	Q6NYC8
D012559	Q96LW1
D012559	P49841
D012559	B7Z9H7
D012559	P22695
D012559	Q9NVD3
D012559	P30874
D012559	O95678
D012559	Q9BQI3
D012559	P13796
D012559	Q99569
D012559	Q9HDC5
D012559	F8VQP2
D012559	Q8TB24
D012559	H3BVI4
D012559	Q01664
D012559	Q9H3J6
D012559	K7ELB9
D012559	P78508
D012559	P56975
D012559	F8WBA3
D012559	Q9Y6X1
D012559	P98095
D012559	Q9HCC8
D012559	Q8N5B7
D012559	Q9Y2W7
D012559	P04275
D012559	P47900
D012559	Q9NT99
D012559	Q96C11
D012559	Q9C0C7
D012559	O95992
D012559	Q9Y689
D012559	Q7L190
D012559	Q70YC4
D012559	Q9UJT1
D012559	Q9H079
D012559	Q9NZ72
D012559	P14151
D012559	Q1PHJ8
D012559	B3KRF7
D012559	P04183
D012559	P51784
D012559	Q674X7
D012559	O00571
D012559	Q9Y5X1
D012559	Q9Y614
D012559	Q96QE3
D012559	Q5M775
D012559	Q8N461
D012559	O00472
D012559	A1L0T0
D012559	Q9NYL9
D012559	Q9H175
D012559	Q53GL0
D012559	H0YNK6
D012559	Q9UJ68
D012559	Q14108
D012559	P40145
D012559	Q9H6D7
D012559	Q8IYR2
D012559	Q66K79
D012559	Q9BT73
D012559	P28221
D012559	P00441
D012559	O75385
D012559	P05113
D012559	Q96EP9
D012559	Q9H173
D012559	Q5BVD1
D012559	Q9H816
D012559	Q9BTV4
D012559	A0A087WTR6
D012559	P20393
D012559	P10600
D012559	Q9P2N7
D012559	Q96JE9
D012559	P21453
D012559	P07864
D012559	P61224
D012559	P42684
D012559	Q8NB59
D012559	O95876
D012559	Q969X5
D012559	Q14684
D012559	Q8N699
D012559	Q9UK23
D012559	O43286
D012559	Q9H840
D012559	O75324
D012559	A2RU67
D012559	Q16600
D012559	Q68D91
D012559	P40261
D012559	P07202
D012559	Q8IWT3
D012559	Q9BUN1
D012559	H3BQ19
D012559	Q99808
D012559	A2A2V5
D012559	Q8IV48
D012559	P62714
D012559	Q8N9U0
D012559	Q16527
D012559	O43921
D012559	Q9Y376
D012559	P52434
D012559	Q5HYK7
D012559	P42357
D012559	Q8N6M9
D012559	P18621
D012559	Q8NDZ2
D012559	P56703
D012559	Q9Y282
D012559	Q9UHB6
D012559	Q96PB7
D012559	O94842
D012559	Q8N5W9
D012559	P00450
D012559	P31327
D012559	O96007
D012559	Q15777
D012559	Q9Y4D2
D012559	Q15833
D012559	A6NIM6
D012559	Q147X3
D012559	Q15386
D012559	O60829
D012559	Q96FJ2
D012559	Q9UQK1
D012559	Q8IXV7
D012559	Q9NXI6
D012559	Q5UCC4
D012559	Q63HQ0
D012559	Q9Y3A5
D012559	O95428
D012559	Q8N4F0
D012559	B1AKC3
D012559	Q96BU1
D012559	Q9BVA6
D012559	P29965
D012559	P09874
D012559	A0A0A0MQS1
D012559	Q12952
D012559	P0C7U0
D012559	Q8TEB1
D012559	O00254
D012559	O95425
D012559	P08253
D012559	P29350
D012559	Q6P5X5
D012559	P47755
D012559	O75330
D012559	B7WPD9
D012559	Q9H3Y6
D012559	Q9NVV9
D012559	P54317
D012559	P20794
D012559	Q92674
D012559	Q9P287
D012559	Q9UJW0
D012559	A6NDG6
D012559	Q5JVF3
D012559	Q53TN4
D012559	O60645
D012559	Q9NX65
D012559	Q13642
D012559	Q99677
D012559	Q86TP1
D012559	Q49AI2
D012559	O75976
D012559	C9JY04
D012559	O43825
D012559	Q5TI65
D012559	P49368
D012559	E9PGK7
D012559	A0A0C4DG76
D012559	Q8WZ60
D012559	Q9Y3U8
D012559	Q15054
D012559	Q9H6U6
D012559	P08100
D012559	Q96D21
D012559	P62993
D012559	Q96F05
D012559	Q12980
D012559	P52756
D012559	Q9NXU5
D012559	P55060
D012559	P06737
D012559	P81172
D012559	P48382
D012559	P78509
D012559	P04554
D012559	P35244
D012559	Q8IUX8
D012559	Q9Y4D1
D012559	P78563
D012559	Q8IYY4
D012559	Q4VC12
D012559	O15173
D012559	A8MWW6
D012559	P35346
D012559	E9PJK1
D012559	Q93045
D012559	Q15181
D012559	Q96DC8
D012559	P14651
D012559	B9EJG8
D012559	Q9H490
D012559	Q5QP82
D012559	Q14139
D012559	Q9BUD6
D012559	Q99719
D012559	Q92813
D012559	Q96KC9
D012559	Q9UBY8
D012559	B3KPY8
D012559	P45973
D012559	Q63HM1
D012559	O00287
D012559	O95363
D012559	O14788
D012559	P07438
D012559	Q86Y78
D012559	Q6ZMY3
D012559	Q14721
D012559	P19419
D012559	J3KQ52
D012559	Q02241
D012559	A0A087WXW9
D012559	Q2M3T9
D012559	Q99962
D012559	Q9H981
D012559	Q8NEP9
D012559	P63000
D012559	Q8N5Z0
D012559	Q86VX9
D012559	B0QYL9
D012559	Q9ULI2
D012559	Q8WY07
D012559	Q9NZ52
D012559	Q8TD30
D012559	H3BNP7
D012559	A0A0A0MR98
D012559	Q5BN46
D012559	Q01082
D012559	E7EPT6
D012559	O95155
D012559	P14316
D012559	P19397
D012559	Q9BYC2
D012559	Q96J87
D012559	Q6BDI9
D012559	Q99590
D012559	B7ZLW4
D012559	A0A0A0MT38
D012559	P31994
D012559	Q99743
D012559	P13010
D012559	Q8NAF0
D012559	P28908
D012559	Q9NPI5
D012559	Q14571
D012559	Q15102
D012559	Q7LBC6
D012559	Q53H82
D012559	Q5VTT2
D012559	P14923
D012559	Q6WRX3
D012559	Q99935
D012559	Q9NSA2
D012559	P29728
D012559	Q9HC38
D012559	Q14032
D012559	P16389
D012559	Q9BX70
D012559	P30050
D012559	Q9UK59
D012559	Q86XR5
D012559	O95214
D012559	B7Z3Z9
D012559	P33993
D012559	A1L188
D012559	Q9NVA1
D012559	O94952
D012559	P07902
D012559	Q8IWK6
D012559	Q9C029
D012559	Q5VUJ9
D012559	B1AMU0
D012559	Q6P050
D012559	P11137
D012559	Q6P9H4
D012559	O96004
D012559	A0A087WZI7
D012559	Q86WR7
D012559	Q9ULG1
D012559	O00476
D012559	A0A087WVZ6
D012559	Q8TBA6
D012559	Q15329
D012559	Q96BD6
D012559	B7WNH4
D012559	A4UGR9
D012559	P32302
D012559	A0AVF1
D012559	Q92870
D012559	Q7Z6I8
D012559	Q9Y258
D012559	F5H6P3
D012559	Q86V88
D012559	P0DJI9
D012559	P17252
D012559	Q86WA8
D012559	P48436
D012559	P53609
D012559	P31930
D012559	O60522
D012559	Q8WVB6
D012559	O75880
D012559	Q6ZMI3
D012559	Q86XP1
D012559	A0A0A0MRY9
D012559	Q16854
D012559	P34896
D012559	P01116
D012559	A0A087WZC3
D012559	Q9H3R2
D012559	Q9Y2G2
D012559	Q96LZ3
D012559	Q8TF65
D012559	Q86SE8
D012559	Q9UQ07
D012559	P23528
D012559	Q9P2B2
D012559	P48549
D012559	G5E9W9
D012559	P09234
D012559	P03372
D012559	Q9UNA1
D012559	Q9UKJ5
D012559	F8VX04
D012559	Q9H0M0
D012559	P62253
D012559	P27338
D012559	P83369
D012559	P62633
D012559	B9A061
D012559	Q6ZW31
D012559	Q8NHP7
D012559	Q5VSG8
D012559	Q9NRF9
D012559	E9PDG9
D012559	A0A087WWT2
D012559	G3V3E1
D012559	Q05516
D012559	O00257
D012559	Q8WUX2
D012559	Q7L523
D012559	Q9HCX4
D012559	Q3KNV8
D012559	Q9H9S0
D012559	Q9ULJ6
D012559	Q9UBN7
D012559	Q76NI1
D012559	Q8WTW3
D012559	Q9UMX5
D012559	Q13616
D012559	Q96ER9
D012559	Q9Y3E7
D012559	P05090
D012559	O14924
D012559	P49768
D012559	Q9H7J1
D012559	A0A075B6E4
D012559	O94776
D012559	Q8WXQ8
D012559	Q9H4B7
D012559	Q96GM1
D012559	P09430
D012559	Q5JRX3
D012559	Q14814
D012559	Q9Y5W5
D012559	Q16690
D012559	Q8TAE7
D012559	Q13526
D012559	P00918
D012559	Q9C091
D012559	Q9BXM7
D012559	Q96NT0
D012559	O95238
D012559	Q8ND30
D012559	Q14765
D012559	Q8TD16
D012559	O60706
D012559	J3KMW5
D012559	P78559
D012559	Q9UIF8
D012559	Q9HC16
D012559	Q96C24
D012559	Q9NX58
D012559	Q99956
D012559	Q6PJI9
D012559	A0A0J9YYH1
D012559	P51797
D012559	Q13325
D012559	Q9H788
D012559	B1AMR3
D012559	Q8NG08
D012559	P48449
D012559	Q7Z5R6
D012559	O00258
D012559	Q6P1K1
D012559	O95342
D012559	O14744
D012559	Q9UII2
D012559	Q86UD4
D012559	Q99952
D012559	Q9NPE3
D012559	Q53S58
D012559	B4DYP1
D012559	A0A0C4DGQ8
D012559	B3TIK8
D012559	Q5T3F8
D012559	Q16650
D012559	J3QT34
D012559	Q9NQ35
D012559	Q92539
D012559	Q86TB3
D012559	Q8WXK3
D012559	Q6ICB0
D012559	O75475
D012559	Q6UW56
D012559	P15018
D012559	Q8N1G1
D012559	P25106
D012559	Q9H0F7
D012559	P49765
D012559	Q15072
D012559	Q9Y276
D012559	Q969J2
D012559	Q14789
D012559	O14920
D012559	P47985
D012559	Q9H9C1
D012559	P49069
D012559	Q9ULB4
D012559	O75145
D012559	Q9BX69
D012559	O96024
D012559	Q9BZQ4
D012559	O43761
D012559	O95158
D012559	P14921
D012559	A0A087X1G1
D012559	Q8IZS6
D012559	Q99523
D012559	Q5KSL6
D012559	Q86UU1
D012559	Q6P582
D012559	Q9NP98
D012559	Q96C03
D012559	P0DN79
D012559	B4DZ60
D012559	Q96GJ1
D012559	E9PJD7
D012559	Q8N5X7
D012559	Q9H2S1
D012559	Q9ULD0
D012559	Q9BY41
D012559	A7KAX9
D012559	Q96A26
D012559	Q96QU6
D012559	Q96E93
D012559	O15516
D012559	Q8WYA0
D012559	P51149
D012559	Q9UKI9
D012559	A0A0A0MRX4
D012559	P78383
D012559	Q5QJU3
D012559	F5GYU8
D012559	Q96T37
D012559	A0A0C4DFT8
D012559	Q8NI60
D012559	P01127
D012559	Q6NVH7
D012559	Q13214
D012559	Q96DF8
D012559	B4DFP7
D012559	Q9UEE9
D012559	Q13485
D012559	Q9UKX3
D012559	Q06210
D012559	Q6ZR52
D012559	Q9BSG0
D012559	Q9HAF1
D012559	O95613
D012559	Q04759
D012559	O95948
D012559	Q7L5A8
D012559	O76093
D012559	Q8NHG7
D012559	O14594
D012559	Q9Y2G9
D012559	Q96GX5
D012559	A0A087WU90
D012559	O95229
D012559	Q07343
D012559	Q9Y2I9
D012559	Q5SZJ8
D012559	Q9C0G0
D012559	Q15417
D012559	Q9UKX2
D012559	Q9Y6X8
D012559	Q96NZ9
D012559	Q9HBI6
D012559	Q05086
D012559	Q9UBS5
D012559	Q8WTV0
D012559	Q96JK2
D012559	Q8NER5
D012559	P20366
D012559	P42857
D012559	O75113
D012559	O43752
D012559	Q5VV17
D012559	F5GZS7
D012559	Q8NHH1
D012559	A4GXA9
D012559	O00267
D012559	Q99598
D012559	Q5R3K3
D012559	Q9P0J7
D012559	Q2M1Z3
D012559	Q14938
D012559	Q9H204
D012559	Q9UBW7
D012559	Q9P0L9
D012559	P29966
D012559	P02743
D012559	Q8N5Y8
D012559	P26447
D012559	A0PK05
D012559	Q9Y5X0
D012559	Q9H5J0
D012559	Q8NFR3
D012559	A0A0A6YYA8
D012559	Q9P217
D012559	O75150
D012559	P35575
D012559	E7EPI8
D012559	Q8TAA9
D012559	P48539
D012559	P53671
D012559	Q9NRR5
D012559	P23769
D012559	Q8N9I9
D012559	P08240
D012559	O14662
D012559	P29373
D012559	Q6H8Q1
D012559	Q9HBT7
D012559	Q7KZI7
D012559	Q15047
D012559	F7VJQ1
D012559	Q5TAQ9
D012559	O75346
D012559	P48507
D012559	Q9NS28
D012559	Q00839
D012559	O43281
D012559	P32314
D012559	Q9Y5E5
D012559	Q8IZD2
D012559	Q7Z699
D012559	P68371
D012559	F5GX09
D012559	Q96BI3
D012559	P30307
D012559	Q5R3I4
D012559	Q03518
D012559	O14974
D012559	P38435
D012559	A0N0R1
D012559	Q9NRB3
D012559	P43121
D012559	Q9Y2C9
D012559	Q99742
D012559	E7ETG2
D012559	O15232
D012559	A0A0C4DFM4
D012559	Q8IXT5
D012559	Q13671
D012559	Q15742
D012559	Q9H1E3
D012559	Q92598
D012559	Q86T24
D012559	Q9UKW4
D012559	Q9H425
D012559	Q14376
D012559	Q9HCB6
D012559	Q4G0X4
D012559	Q969N2
D012559	Q08AM6
D012559	Q02962
D012559	Q52LD8
D012559	P41146
D012559	Q8IWW8
D012559	Q9NRR2
D012559	Q8IW03
D012559	F6WQW2
D012559	P09668
D012559	P01011
D012559	Q9Y421
D012559	Q9UKA1
D012559	Q6ZN57
D012559	Q9BS86
D012559	Q9Y244
D012559	F8W8Y7
D012559	Q66K80
D012559	Q9Y2H8
D012559	G3V0E9
D012559	Q9NZC7
D012559	Q4AE62
D012559	A0A087WVX3
D012559	H0YL66
D012559	Q13615
D012559	O75908
D012559	P18848
D012559	P47710
D012559	P48066
D012559	O15355
D012559	Q6JBY9
D012559	A0A087WXD1
D012559	B6ZDM2
D012559	P26367
D012559	Q96Q45
D012559	Q04864
D012559	P10644
D012559	Q9UIJ7
D012559	Q8WXA3
D012559	A0A0A0MT80
D012559	Q7RTY0
D012559	Q04941
D012559	Q8WYN0
D012559	Q9H6R0
D012559	Q9NWV4
D012559	Q8WWY3
